,id,from,at,to,open,close,min,max,volume
206,4159297,2025-10-15 08:23:00,2025-10-15 08:24:00,2025-10-15 08:24:00,1.160245,1.159425,1.159315,1.160315,0
207,4159298,2025-10-15 08:24:00,2025-10-15 08:25:00,2025-10-15 08:25:00,1.159435,1.160585,1.159025,1.160585,0
208,4159299,2025-10-15 08:25:00,2025-10-15 08:26:00,2025-10-15 08:26:00,1.160505,1.160255,1.159395,1.160505,0
209,4159300,2025-10-15 08:26:00,2025-10-15 08:27:00,2025-10-15 08:27:00,1.160225,1.161965,1.160055,1.162035,0
210,4159301,2025-10-15 08:27:00,2025-10-15 08:28:00,2025-10-15 08:28:00,1.161925,1.162165,1.161765,1.162795,0
211,4159302,2025-10-15 08:28:00,2025-10-15 08:29:00,2025-10-15 08:29:00,1.162295,1.161495,1.161365,1.162555,0
212,4159303,2025-10-15 08:29:00,2025-10-15 08:30:00,2025-10-15 08:30:00,1.161545,1.160265,1.159915,1.161815,0
213,4159304,2025-10-15 08:30:00,2025-10-15 08:31:00,2025-10-15 08:31:00,1.160225,1.160275,1.159575,1.160465,0
214,4159305,2025-10-15 08:31:00,2025-10-15 08:32:00,2025-10-15 08:32:00,1.160275,1.159655,1.159395,1.160275,0
215,4159306,2025-10-15 08:32:00,2025-10-15 08:33:00,2025-10-15 08:33:00,1.159685,1.159665,1.159555,1.160105,0
216,4159307,2025-10-15 08:33:00,2025-10-15 08:34:00,2025-10-15 08:34:00,1.159665,1.160065,1.159495,1.160525,0
217,4159308,2025-10-15 08:34:00,2025-10-15 08:35:00,2025-10-15 08:35:00,1.160045,1.160725,1.159335,1.160725,0
218,4159309,2025-10-15 08:35:00,2025-10-15 08:36:00,2025-10-15 08:36:00,1.160655,1.159225,1.159115,1.160915,0
219,4159310,2025-10-15 08:36:00,2025-10-15 08:37:00,2025-10-15 08:37:00,1.159085,1.159285,1.159045,1.159745,0
220,4159311,2025-10-15 08:37:00,2025-10-15 08:38:00,2025-10-15 08:38:00,1.159285,1.160825,1.159025,1.160845,0
221,4159312,2025-10-15 08:38:00,2025-10-15 08:39:00,2025-10-15 08:39:00,1.160695,1.160165,1.160135,1.160865,0
222,4159313,2025-10-15 08:39:00,2025-10-15 08:40:00,2025-10-15 08:40:00,1.160345,1.159485,1.159425,1.160535,0
223,4159314,2025-10-15 08:40:00,2025-10-15 08:41:00,2025-10-15 08:41:00,1.159485,1.159195,1.158445,1.159935,0
224,4159315,2025-10-15 08:41:00,2025-10-15 08:42:00,2025-10-15 08:42:00,1.159435,1.158645,1.158645,1.160205,0
225,4159316,2025-10-15 08:42:00,2025-10-15 08:43:00,2025-10-15 08:43:00,1.158785,1.157965,1.157655,1.158905,0
226,4159317,2025-10-15 08:43:00,2025-10-15 08:44:00,2025-10-15 08:44:00,1.158065,1.157725,1.157375,1.158205,0
227,4159318,2025-10-15 08:44:00,2025-10-15 08:45:00,2025-10-15 08:45:00,1.157725,1.157895,1.156955,1.158185,0
228,4159319,2025-10-15 08:45:00,2025-10-15 08:46:00,2025-10-15 08:46:00,1.157895,1.157925,1.157755,1.158565,0
229,4159320,2025-10-15 08:46:00,2025-10-15 08:47:00,2025-10-15 08:47:00,1.157935,1.158185,1.157905,1.158845,0
230,4159321,2025-10-15 08:47:00,2025-10-15 08:48:00,2025-10-15 08:48:00,1.158025,1.156455,1.156175,1.158025,0
231,4159322,2025-10-15 08:48:00,2025-10-15 08:49:00,2025-10-15 08:49:00,1.156435,1.156135,1.156135,1.157105,0
232,4159323,2025-10-15 08:49:00,2025-10-15 08:50:00,2025-10-15 08:50:00,1.156185,1.155755,1.155165,1.156185,0
233,4159324,2025-10-15 08:50:00,2025-10-15 08:51:00,2025-10-15 08:51:00,1.155895,1.155235,1.154975,1.155985,0
234,4159325,2025-10-15 08:51:00,2025-10-15 08:52:00,2025-10-15 08:52:00,1.155285,1.156405,1.154795,1.156405,0
235,4159326,2025-10-15 08:52:00,2025-10-15 08:53:00,2025-10-15 08:53:00,1.156355,1.156415,1.156295,1.157465,0
236,4159327,2025-10-15 08:53:00,2025-10-15 08:54:00,2025-10-15 08:54:00,1.156255,1.157115,1.156255,1.157385,0
237,4159328,2025-10-15 08:54:00,2025-10-15 08:55:00,2025-10-15 08:55:00,1.157115,1.157565,1.156845,1.157715,0
238,4159329,2025-10-15 08:55:00,2025-10-15 08:56:00,2025-10-15 08:56:00,1.157465,1.157265,1.156955,1.157895,0
239,4159330,2025-10-15 08:56:00,2025-10-15 08:57:00,2025-10-15 08:57:00,1.157195,1.157485,1.157095,1.157785,0
240,4159331,2025-10-15 08:57:00,2025-10-15 08:58:00,2025-10-15 08:58:00,1.157465,1.158765,1.157355,1.158935,0
241,4159332,2025-10-15 08:58:00,2025-10-15 08:59:00,2025-10-15 08:59:00,1.158765,1.159635,1.158765,1.159765,0
242,4159333,2025-10-15 08:59:00,2025-10-15 09:00:00,2025-10-15 09:00:00,1.159675,1.159915,1.159125,1.160065,0
243,4159334,2025-10-15 09:00:00,2025-10-15 09:01:00,2025-10-15 09:01:00,1.159955,1.159365,1.159245,1.160165,0
244,4159335,2025-10-15 09:01:00,2025-10-15 09:02:00,2025-10-15 09:02:00,1.159345,1.158655,1.158655,1.159345,0
245,4159336,2025-10-15 09:02:00,2025-10-15 09:03:00,2025-10-15 09:03:00,1.158715,1.159325,1.158475,1.159395,0
246,4159337,2025-10-15 09:03:00,2025-10-15 09:04:00,2025-10-15 09:04:00,1.159325,1.159255,1.158505,1.159385,0
247,4159338,2025-10-15 09:04:00,2025-10-15 09:05:00,2025-10-15 09:05:00,1.159255,1.157265,1.157185,1.159255,0
248,4159339,2025-10-15 09:05:00,2025-10-15 09:06:00,2025-10-15 09:06:00,1.157415,1.157865,1.157055,1.158035,0
249,4159340,2025-10-15 09:06:00,2025-10-15 09:07:00,2025-10-15 09:07:00,1.157885,1.158205,1.157685,1.158685,0
250,4159341,2025-10-15 09:07:00,2025-10-15 09:08:00,2025-10-15 09:08:00,1.158205,1.158175,1.157595,1.158555,0
251,4159342,2025-10-15 09:08:00,2025-10-15 09:09:00,2025-10-15 09:09:00,1.158235,1.157705,1.157695,1.158515,0
252,4159343,2025-10-15 09:09:00,2025-10-15 09:10:00,2025-10-15 09:10:00,1.157745,1.157925,1.157495,1.158315,0
253,4159344,2025-10-15 09:10:00,2025-10-15 09:11:00,2025-10-15 09:11:00,1.157855,1.157885,1.157105,1.157885,0
254,4159345,2025-10-15 09:11:00,2025-10-15 09:12:00,2025-10-15 09:12:00,1.157855,1.158845,1.157665,1.158845,0
255,4159346,2025-10-15 09:12:00,2025-10-15 09:13:00,2025-10-15 09:13:00,1.158695,1.158675,1.158555,1.159135,0
256,4159347,2025-10-15 09:13:00,2025-10-15 09:14:00,2025-10-15 09:14:00,1.158775,1.158725,1.158545,1.159335,0
257,4159348,2025-10-15 09:14:00,2025-10-15 09:15:00,2025-10-15 09:15:00,1.158725,1.158655,1.158645,1.159645,0
258,4159349,2025-10-15 09:15:00,2025-10-15 09:16:00,2025-10-15 09:16:00,1.158565,1.158705,1.158395,1.159215,0
259,4159350,2025-10-15 09:16:00,2025-10-15 09:17:00,2025-10-15 09:17:00,1.158755,1.159015,1.158485,1.159285,0
260,4159351,2025-10-15 09:17:00,2025-10-15 09:18:00,2025-10-15 09:18:00,1.159015,1.158595,1.158595,1.159865,0
261,4159352,2025-10-15 09:18:00,2025-10-15 09:19:00,2025-10-15 09:19:00,1.158635,1.157625,1.157625,1.158725,0
262,4159353,2025-10-15 09:19:00,2025-10-15 09:20:00,2025-10-15 09:20:00,1.157595,1.158415,1.157135,1.158665,0
263,4159354,2025-10-15 09:20:00,2025-10-15 09:21:00,2025-10-15 09:21:00,1.158335,1.158895,1.157885,1.158915,0
264,4159355,2025-10-15 09:21:00,2025-10-15 09:22:00,2025-10-15 09:22:00,1.158905,1.157385,1.157095,1.158905,0
265,4159356,2025-10-15 09:22:00,2025-10-15 09:23:00,2025-10-15 09:23:00,1.157415,1.157005,1.156565,1.157415,0
266,4159357,2025-10-15 09:23:00,2025-10-15 09:24:00,2025-10-15 09:24:00,1.157135,1.158275,1.157135,1.158475,0
267,4159358,2025-10-15 09:24:00,2025-10-15 09:25:00,2025-10-15 09:25:00,1.158235,1.159015,1.157965,1.159245,0
268,4159359,2025-10-15 09:25:00,2025-10-15 09:26:00,2025-10-15 09:26:00,1.158925,1.158855,1.158335,1.159025,0
269,4159360,2025-10-15 09:26:00,2025-10-15 09:27:00,2025-10-15 09:27:00,1.158975,1.158065,1.157515,1.159375,0
270,4159361,2025-10-15 09:27:00,2025-10-15 09:28:00,2025-10-15 09:28:00,1.158055,1.158495,1.157425,1.158525,0
271,4159362,2025-10-15 09:28:00,2025-10-15 09:29:00,2025-10-15 09:29:00,1.158475,1.157605,1.157605,1.158585,0
272,4159363,2025-10-15 09:29:00,2025-10-15 09:30:00,2025-10-15 09:30:00,1.157725,1.156785,1.156245,1.157855,0
273,4159364,2025-10-15 09:30:00,2025-10-15 09:31:00,2025-10-15 09:31:00,1.156905,1.156205,1.156075,1.156905,0
274,4159365,2025-10-15 09:31:00,2025-10-15 09:32:00,2025-10-15 09:32:00,1.156315,1.156965,1.155935,1.157115,0
275,4159366,2025-10-15 09:32:00,2025-10-15 09:33:00,2025-10-15 09:33:00,1.157015,1.157295,1.156775,1.157665,0
276,4159367,2025-10-15 09:33:00,2025-10-15 09:34:00,2025-10-15 09:34:00,1.157285,1.159385,1.157285,1.159555,0
277,4159368,2025-10-15 09:34:00,2025-10-15 09:35:00,2025-10-15 09:35:00,1.159395,1.158945,1.158595,1.159395,0
278,4159369,2025-10-15 09:35:00,2025-10-15 09:36:00,2025-10-15 09:36:00,1.158975,1.158605,1.158605,1.159625,0
279,4159370,2025-10-15 09:36:00,2025-10-15 09:37:00,2025-10-15 09:37:00,1.158545,1.157575,1.157285,1.158975,0
280,4159371,2025-10-15 09:37:00,2025-10-15 09:38:00,2025-10-15 09:38:00,1.157605,1.158005,1.157525,1.158465,0
281,4159372,2025-10-15 09:38:00,2025-10-15 09:39:00,2025-10-15 09:39:00,1.157925,1.159525,1.157875,1.160045,0
282,4159373,2025-10-15 09:39:00,2025-10-15 09:40:00,2025-10-15 09:40:00,1.159585,1.157995,1.157845,1.159915,0
283,4159374,2025-10-15 09:40:00,2025-10-15 09:41:00,2025-10-15 09:41:00,1.158095,1.158135,1.157665,1.158335,0
284,4159375,2025-10-15 09:41:00,2025-10-15 09:42:00,2025-10-15 09:42:00,1.158295,1.159695,1.158235,1.159695,0
285,4159376,2025-10-15 09:42:00,2025-10-15 09:43:00,2025-10-15 09:43:00,1.159685,1.159255,1.158595,1.159775,0
286,4159377,2025-10-15 09:43:00,2025-10-15 09:44:00,2025-10-15 09:44:00,1.159255,1.158865,1.158735,1.160235,0
287,4159378,2025-10-15 09:44:00,2025-10-15 09:45:00,2025-10-15 09:45:00,1.158965,1.157765,1.157765,1.158965,0
288,4159379,2025-10-15 09:45:00,2025-10-15 09:46:00,2025-10-15 09:46:00,1.157695,1.157275,1.157245,1.158215,0
289,4159380,2025-10-15 09:46:00,2025-10-15 09:47:00,2025-10-15 09:47:00,1.157415,1.157325,1.157035,1.158295,0
290,4159381,2025-10-15 09:47:00,2025-10-15 09:48:00,2025-10-15 09:48:00,1.157095,1.156765,1.156635,1.157435,0
291,4159382,2025-10-15 09:48:00,2025-10-15 09:49:00,2025-10-15 09:49:00,1.156875,1.158055,1.156875,1.158265,0
292,4159383,2025-10-15 09:49:00,2025-10-15 09:50:00,2025-10-15 09:50:00,1.158045,1.157445,1.156935,1.158045,0
293,4159384,2025-10-15 09:50:00,2025-10-15 09:51:00,2025-10-15 09:51:00,1.157495,1.157745,1.157295,1.158305,0
294,4159385,2025-10-15 09:51:00,2025-10-15 09:52:00,2025-10-15 09:52:00,1.157655,1.156905,1.156405,1.157935,0
295,4159386,2025-10-15 09:52:00,2025-10-15 09:53:00,2025-10-15 09:53:00,1.156925,1.158375,1.156465,1.158375,0
296,4159387,2025-10-15 09:53:00,2025-10-15 09:54:00,2025-10-15 09:54:00,1.158385,1.157155,1.157105,1.158465,0
297,4159388,2025-10-15 09:54:00,2025-10-15 09:55:00,2025-10-15 09:55:00,1.157175,1.156965,1.156785,1.157285,0
298,4159389,2025-10-15 09:55:00,2025-10-15 09:56:00,2025-10-15 09:56:00,1.156995,1.157565,1.156835,1.157605,0
299,4159390,2025-10-15 09:56:00,2025-10-15 09:57:00,2025-10-15 09:57:00,1.157635,1.157215,1.156775,1.157925,0
300,4159391,2025-10-15 09:57:00,2025-10-15 09:58:00,2025-10-15 09:58:00,1.157255,1.158155,1.156635,1.158155,0
301,4159392,2025-10-15 09:58:00,2025-10-15 09:59:00,2025-10-15 09:59:00,1.158115,1.157495,1.157245,1.158335,0
302,4159393,2025-10-15 09:59:00,2025-10-15 10:00:00,2025-10-15 10:00:00,1.157505,1.157845,1.157495,1.158365,0
303,4159394,2025-10-15 10:00:00,2025-10-15 10:01:00,2025-10-15 10:01:00,1.157765,1.158915,1.157525,1.158915,0
304,4159395,2025-10-15 10:01:00,2025-10-15 10:02:00,2025-10-15 10:02:00,1.159095,1.158855,1.158075,1.159205,0
305,4159396,2025-10-15 10:02:00,2025-10-15 10:03:00,2025-10-15 10:03:00,1.158855,1.158545,1.157955,1.159055,0
306,4159397,2025-10-15 10:03:00,2025-10-15 10:04:00,2025-10-15 10:04:00,1.158825,1.158255,1.157735,1.159215,0
307,4159398,2025-10-15 10:04:00,2025-10-15 10:05:00,2025-10-15 10:05:00,1.158325,1.158645,1.158175,1.159305,0
308,4159399,2025-10-15 10:05:00,2025-10-15 10:06:00,2025-10-15 10:06:00,1.158665,1.158825,1.158365,1.159695,0
309,4159400,2025-10-15 10:06:00,2025-10-15 10:07:00,2025-10-15 10:07:00,1.158825,1.158915,1.158735,1.159195,0
310,4159401,2025-10-15 10:07:00,2025-10-15 10:08:00,2025-10-15 10:08:00,1.158775,1.157525,1.157345,1.158775,0
311,4159402,2025-10-15 10:08:00,2025-10-15 10:09:00,2025-10-15 10:09:00,1.157485,1.157565,1.157465,1.158525,0
312,4159403,2025-10-15 10:09:00,2025-10-15 10:10:00,2025-10-15 10:10:00,1.157545,1.158185,1.157465,1.158765,0
313,4159404,2025-10-15 10:10:00,2025-10-15 10:11:00,2025-10-15 10:11:00,1.158165,1.158275,1.157955,1.158475,0
314,4159405,2025-10-15 10:11:00,2025-10-15 10:12:00,2025-10-15 10:12:00,1.158345,1.158665,1.158345,1.159095,0
315,4159406,2025-10-15 10:12:00,2025-10-15 10:13:00,2025-10-15 10:13:00,1.158795,1.159165,1.158315,1.159295,0
316,4159407,2025-10-15 10:13:00,2025-10-15 10:14:00,2025-10-15 10:14:00,1.159155,1.160235,1.158765,1.160495,0
317,4159408,2025-10-15 10:14:00,2025-10-15 10:15:00,2025-10-15 10:15:00,1.159875,1.160675,1.159875,1.160815,0
318,4159409,2025-10-15 10:15:00,2025-10-15 10:16:00,2025-10-15 10:16:00,1.160455,1.159645,1.159325,1.160455,0
319,4159410,2025-10-15 10:16:00,2025-10-15 10:17:00,2025-10-15 10:17:00,1.159775,1.159195,1.159155,1.160005,0
320,4159411,2025-10-15 10:17:00,2025-10-15 10:18:00,2025-10-15 10:18:00,1.159185,1.160055,1.158965,1.160265,0
321,4159412,2025-10-15 10:18:00,2025-10-15 10:19:00,2025-10-15 10:19:00,1.160065,1.161815,1.159705,1.161945,0
322,4159413,2025-10-15 10:19:00,2025-10-15 10:20:00,2025-10-15 10:20:00,1.161615,1.161915,1.161235,1.162385,0
323,4159414,2025-10-15 10:20:00,2025-10-15 10:21:00,2025-10-15 10:21:00,1.161815,1.161885,1.161555,1.162145,0
324,4159415,2025-10-15 10:21:00,2025-10-15 10:22:00,2025-10-15 10:22:00,1.161885,1.160005,1.159985,1.161935,0
325,4159416,2025-10-15 10:22:00,2025-10-15 10:23:00,2025-10-15 10:23:00,1.159945,1.159295,1.159005,1.160305,0
326,4159417,2025-10-15 10:23:00,2025-10-15 10:24:00,2025-10-15 10:24:00,1.159315,1.157625,1.157625,1.159445,0
327,4159418,2025-10-15 10:24:00,2025-10-15 10:25:00,2025-10-15 10:25:00,1.157805,1.157515,1.157175,1.158055,0
328,4159419,2025-10-15 10:25:00,2025-10-15 10:26:00,2025-10-15 10:26:00,1.157545,1.156895,1.156825,1.157705,0
329,4159420,2025-10-15 10:26:00,2025-10-15 10:27:00,2025-10-15 10:27:00,1.156895,1.157955,1.156815,1.158295,0
330,4159421,2025-10-15 10:27:00,2025-10-15 10:28:00,2025-10-15 10:28:00,1.157975,1.157545,1.157425,1.158235,0
331,4159422,2025-10-15 10:28:00,2025-10-15 10:29:00,2025-10-15 10:29:00,1.157545,1.157245,1.156565,1.157545,0
332,4159423,2025-10-15 10:29:00,2025-10-15 10:30:00,2025-10-15 10:30:00,1.157165,1.156855,1.156775,1.157425,0
333,4159424,2025-10-15 10:30:00,2025-10-15 10:31:00,2025-10-15 10:31:00,1.157035,1.156775,1.156705,1.157245,0
334,4159425,2025-10-15 10:31:00,2025-10-15 10:32:00,2025-10-15 10:32:00,1.156705,1.157805,1.156585,1.157875,0
335,4159426,2025-10-15 10:32:00,2025-10-15 10:33:00,2025-10-15 10:33:00,1.157745,1.158435,1.157355,1.158435,0
336,4159427,2025-10-15 10:33:00,2025-10-15 10:34:00,2025-10-15 10:34:00,1.158545,1.157445,1.157325,1.158645,0
337,4159428,2025-10-15 10:34:00,2025-10-15 10:35:00,2025-10-15 10:35:00,1.157425,1.156495,1.156355,1.157635,0
338,4159429,2025-10-15 10:35:00,2025-10-15 10:36:00,2025-10-15 10:36:00,1.156555,1.157605,1.156555,1.157685,0
339,4159430,2025-10-15 10:36:00,2025-10-15 10:37:00,2025-10-15 10:37:00,1.157595,1.155995,1.155955,1.157595,0
340,4159431,2025-10-15 10:37:00,2025-10-15 10:38:00,2025-10-15 10:38:00,1.156015,1.155405,1.155155,1.156145,0
341,4159432,2025-10-15 10:38:00,2025-10-15 10:39:00,2025-10-15 10:39:00,1.155715,1.154525,1.154185,1.155715,0
342,4159433,2025-10-15 10:39:00,2025-10-15 10:40:00,2025-10-15 10:40:00,1.154525,1.154305,1.153795,1.154635,0
343,4159434,2025-10-15 10:40:00,2025-10-15 10:41:00,2025-10-15 10:41:00,1.154305,1.154615,1.154135,1.155065,0
344,4159435,2025-10-15 10:41:00,2025-10-15 10:42:00,2025-10-15 10:42:00,1.154625,1.154855,1.154625,1.155375,0
345,4159436,2025-10-15 10:42:00,2025-10-15 10:43:00,2025-10-15 10:43:00,1.154845,1.154595,1.154215,1.155035,0
346,4159437,2025-10-15 10:43:00,2025-10-15 10:44:00,2025-10-15 10:44:00,1.154605,1.153975,1.153425,1.154815,0
347,4159438,2025-10-15 10:44:00,2025-10-15 10:45:00,2025-10-15 10:45:00,1.153975,1.155085,1.153955,1.155555,0
348,4159439,2025-10-15 10:45:00,2025-10-15 10:46:00,2025-10-15 10:46:00,1.155025,1.156915,1.155025,1.157045,0
349,4159440,2025-10-15 10:46:00,2025-10-15 10:47:00,2025-10-15 10:47:00,1.156755,1.155755,1.155645,1.156755,0
350,4159441,2025-10-15 10:47:00,2025-10-15 10:48:00,2025-10-15 10:48:00,1.155525,1.155835,1.155485,1.156175,0
351,4159442,2025-10-15 10:48:00,2025-10-15 10:49:00,2025-10-15 10:49:00,1.155715,1.155435,1.155295,1.156125,0
352,4159443,2025-10-15 10:49:00,2025-10-15 10:50:00,2025-10-15 10:50:00,1.155445,1.154945,1.154665,1.155675,0
353,4159444,2025-10-15 10:50:00,2025-10-15 10:51:00,2025-10-15 10:51:00,1.155085,1.155385,1.154725,1.155635,0
354,4159445,2025-10-15 10:51:00,2025-10-15 10:52:00,2025-10-15 10:52:00,1.155465,1.155965,1.155425,1.156095,0
355,4159446,2025-10-15 10:52:00,2025-10-15 10:53:00,2025-10-15 10:53:00,1.155985,1.156045,1.155585,1.156605,0
356,4159447,2025-10-15 10:53:00,2025-10-15 10:54:00,2025-10-15 10:54:00,1.156045,1.156485,1.155755,1.156555,0
357,4159448,2025-10-15 10:54:00,2025-10-15 10:55:00,2025-10-15 10:55:00,1.156455,1.156055,1.155975,1.156815,0
358,4159449,2025-10-15 10:55:00,2025-10-15 10:56:00,2025-10-15 10:56:00,1.156055,1.154575,1.154575,1.156055,0
359,4159450,2025-10-15 10:56:00,2025-10-15 10:57:00,2025-10-15 10:57:00,1.154725,1.156565,1.154725,1.156595,0
360,4159451,2025-10-15 10:57:00,2025-10-15 10:58:00,2025-10-15 10:58:00,1.156735,1.156485,1.156215,1.156875,0
361,4159452,2025-10-15 10:58:00,2025-10-15 10:59:00,2025-10-15 10:59:00,1.156565,1.157535,1.156565,1.157695,0
362,4159453,2025-10-15 10:59:00,2025-10-15 11:00:00,2025-10-15 11:00:00,1.157575,1.158015,1.157495,1.158465,0
363,4159454,2025-10-15 11:00:00,2025-10-15 11:01:00,2025-10-15 11:01:00,1.158115,1.159195,1.157785,1.159195,0
364,4159455,2025-10-15 11:01:00,2025-10-15 11:02:00,2025-10-15 11:02:00,1.159265,1.158785,1.158555,1.159425,0
365,4159456,2025-10-15 11:02:00,2025-10-15 11:03:00,2025-10-15 11:03:00,1.158735,1.159085,1.158735,1.159615,0
366,4159457,2025-10-15 11:03:00,2025-10-15 11:04:00,2025-10-15 11:04:00,1.158975,1.158845,1.158135,1.158975,0
367,4159458,2025-10-15 11:04:00,2025-10-15 11:05:00,2025-10-15 11:05:00,1.158775,1.159535,1.158755,1.159575,0
368,4159459,2025-10-15 11:05:00,2025-10-15 11:06:00,2025-10-15 11:06:00,1.159455,1.158095,1.157645,1.159455,0
369,4159460,2025-10-15 11:06:00,2025-10-15 11:07:00,2025-10-15 11:07:00,1.158165,1.159025,1.158125,1.159425,0
370,4159461,2025-10-15 11:07:00,2025-10-15 11:08:00,2025-10-15 11:08:00,1.159055,1.158955,1.158385,1.159205,0
371,4159462,2025-10-15 11:08:00,2025-10-15 11:09:00,2025-10-15 11:09:00,1.159025,1.158995,1.158575,1.159575,0
372,4159463,2025-10-15 11:09:00,2025-10-15 11:10:00,2025-10-15 11:10:00,1.158825,1.159015,1.158305,1.159235,0
373,4159464,2025-10-15 11:10:00,2025-10-15 11:11:00,2025-10-15 11:11:00,1.159165,1.157945,1.157905,1.159345,0
374,4159465,2025-10-15 11:11:00,2025-10-15 11:12:00,2025-10-15 11:12:00,1.158005,1.156285,1.156285,1.158005,0
375,4159466,2025-10-15 11:12:00,2025-10-15 11:13:00,2025-10-15 11:13:00,1.156075,1.156945,1.156075,1.157165,0
376,4159467,2025-10-15 11:13:00,2025-10-15 11:14:00,2025-10-15 11:14:00,1.156845,1.156265,1.155845,1.157285,0
377,4159468,2025-10-15 11:14:00,2025-10-15 11:15:00,2025-10-15 11:15:00,1.156245,1.155315,1.155155,1.156595,0
378,4159469,2025-10-15 11:15:00,2025-10-15 11:16:00,2025-10-15 11:16:00,1.155325,1.156155,1.155185,1.156195,0
379,4159470,2025-10-15 11:16:00,2025-10-15 11:17:00,2025-10-15 11:17:00,1.156175,1.155755,1.154475,1.156175,0
380,4159471,2025-10-15 11:17:00,2025-10-15 11:18:00,2025-10-15 11:18:00,1.155795,1.157695,1.155515,1.157695,0
381,4159472,2025-10-15 11:18:00,2025-10-15 11:19:00,2025-10-15 11:19:00,1.157775,1.158205,1.157215,1.158205,0
382,4159473,2025-10-15 11:19:00,2025-10-15 11:20:00,2025-10-15 11:20:00,1.158365,1.157155,1.157155,1.158475,0
383,4159474,2025-10-15 11:20:00,2025-10-15 11:21:00,2025-10-15 11:21:00,1.157065,1.157645,1.156995,1.157765,0
384,4159475,2025-10-15 11:21:00,2025-10-15 11:22:00,2025-10-15 11:22:00,1.157595,1.158545,1.157595,1.158935,0
385,4159476,2025-10-15 11:22:00,2025-10-15 11:23:00,2025-10-15 11:23:00,1.158545,1.158805,1.158105,1.158805,0
386,4159477,2025-10-15 11:23:00,2025-10-15 11:24:00,2025-10-15 11:24:00,1.158625,1.158985,1.158245,1.159455,0
387,4159478,2025-10-15 11:24:00,2025-10-15 11:25:00,2025-10-15 11:25:00,1.158925,1.158705,1.158445,1.159105,0
388,4159479,2025-10-15 11:25:00,2025-10-15 11:26:00,2025-10-15 11:26:00,1.158595,1.158835,1.158185,1.159025,0
389,4159480,2025-10-15 11:26:00,2025-10-15 11:27:00,2025-10-15 11:27:00,1.158785,1.159645,1.158785,1.159645,0
390,4159481,2025-10-15 11:27:00,2025-10-15 11:28:00,2025-10-15 11:28:00,1.159715,1.159985,1.159445,1.160615,0
391,4159482,2025-10-15 11:28:00,2025-10-15 11:29:00,2025-10-15 11:29:00,1.159945,1.160655,1.159945,1.160945,0
392,4159483,2025-10-15 11:29:00,2025-10-15 11:30:00,2025-10-15 11:30:00,1.160435,1.159325,1.159185,1.160435,0
393,4159484,2025-10-15 11:30:00,2025-10-15 11:31:00,2025-10-15 11:31:00,1.159365,1.159425,1.158175,1.159465,0
394,4159485,2025-10-15 11:31:00,2025-10-15 11:32:00,2025-10-15 11:32:00,1.159405,1.159305,1.159205,1.159835,0
395,4159486,2025-10-15 11:32:00,2025-10-15 11:33:00,2025-10-15 11:33:00,1.159205,1.159135,1.158745,1.159685,0
396,4159487,2025-10-15 11:33:00,2025-10-15 11:34:00,2025-10-15 11:34:00,1.159075,1.158895,1.158705,1.159545,0
397,4159488,2025-10-15 11:34:00,2025-10-15 11:35:00,2025-10-15 11:35:00,1.158875,1.157215,1.157215,1.159345,0
398,4159489,2025-10-15 11:35:00,2025-10-15 11:36:00,2025-10-15 11:36:00,1.157175,1.157015,1.156455,1.157305,0
399,4159490,2025-10-15 11:36:00,2025-10-15 11:37:00,2025-10-15 11:37:00,1.157155,1.157265,1.156165,1.157395,0
400,4159491,2025-10-15 11:37:00,2025-10-15 11:38:00,2025-10-15 11:38:00,1.157385,1.157255,1.156645,1.157595,0
401,4159492,2025-10-15 11:38:00,2025-10-15 11:39:00,2025-10-15 11:39:00,1.157305,1.157925,1.157275,1.158595,0
402,4159493,2025-10-15 11:39:00,2025-10-15 11:40:00,2025-10-15 11:40:00,1.157875,1.157215,1.157155,1.157925,0
403,4159494,2025-10-15 11:40:00,2025-10-15 11:41:00,2025-10-15 11:41:00,1.157215,1.157145,1.156555,1.157335,0
404,4159495,2025-10-15 11:41:00,2025-10-15 11:42:00,2025-10-15 11:42:00,1.157255,1.158835,1.157255,1.159175,0
405,4159496,2025-10-15 11:42:00,2025-10-15 11:43:00,2025-10-15 11:43:00,1.158935,1.158845,1.157955,1.159135,0
406,4159497,2025-10-15 11:43:00,2025-10-15 11:44:00,2025-10-15 11:44:00,1.158845,1.157515,1.157285,1.158975,0
407,4159498,2025-10-15 11:44:00,2025-10-15 11:45:00,2025-10-15 11:45:00,1.157375,1.157365,1.156555,1.157565,0
408,4159499,2025-10-15 11:45:00,2025-10-15 11:46:00,2025-10-15 11:46:00,1.157285,1.156575,1.156435,1.157755,0
409,4159500,2025-10-15 11:46:00,2025-10-15 11:47:00,2025-10-15 11:47:00,1.156485,1.155745,1.155615,1.156485,0
410,4159501,2025-10-15 11:47:00,2025-10-15 11:48:00,2025-10-15 11:48:00,1.155795,1.156185,1.155795,1.156775,0
411,4159502,2025-10-15 11:48:00,2025-10-15 11:49:00,2025-10-15 11:49:00,1.156145,1.157225,1.156125,1.157555,0
412,4159503,2025-10-15 11:49:00,2025-10-15 11:50:00,2025-10-15 11:50:00,1.157225,1.156805,1.156605,1.157605,0
413,4159504,2025-10-15 11:50:00,2025-10-15 11:51:00,2025-10-15 11:51:00,1.156865,1.156845,1.156155,1.157265,0
